,shap_spectral_low,shap_spectral_medium,shap_spectral_high
0,0.9999999290576232,7.094237671954497e-08,0.0
1,0.9999929181923584,7.081807641648861e-06,0.0
2,0.9998005451557168,0.00019945484428313833,0.0
3,0.9999997197332958,2.80266704141061e-07,0.0
4,0.999999278290257,7.217097430061507e-07,0.0
5,0.9999984683537075,1.531646292461057e-06,0.0
6,0.9995644391264594,0.00043556087354059054,0.0
7,0.9999982491214122,1.750878587828373e-06,0.0
8,0.9999984547343985,1.5452656015235147e-06,0.0
9,0.9970866390938729,0.0029133609061271254,0.0
10,0.9985988422937471,0.0014011577062529223,0.0
11,0.9999925915860913,7.4084139086258635e-06,0.0
12,0.9999998493048128,1.5069518716889806e-07,0.0
13,0.9479920002742651,0.05200799972573486,0.0
14,0.9538918219623567,0.046108178037643346,0.0
15,0.9923308404238685,0.007669159576131468,0.0
16,0.9990802617939137,0.0009197382060863008,0.0
17,0.9977853058489605,0.002214694151039489,0.0
18,0.9986939114507748,0.0013060885492252557,0.0
19,0.998477589107385,0.001522410892614962,0.0
20,0.9999041629558163,9.583704418369888e-05,0.0
21,0.9999880538947499,1.1946105250107641e-05,0.0
22,0.9481198198337465,0.0518801801662535,0.0
23,0.9999805119976514,1.9488002348623632e-05,0.0
24,0.9999925990784846,7.400921515423892e-06,0.0
25,0.9443956959705434,0.05560430402945658,0.0
26,0.4166629549313147,0.5833370450686853,0.0
27,0.9679910647333823,0.03200893526661767,0.0
28,0.997733239813531,0.0022667601864690226,0.0
29,0.9996572152898101,0.00034278471018990786,0.0
30,0.8120256160859495,0.18797438391405052,0.0
31,0.9999967501468293,3.2498531707242773e-06,0.0
32,0.9868745883512137,0.013125411648786285,0.0
33,0.9999690298000958,3.0970199904154384e-05,0.0
34,0.5727107700262902,0.42728922997370977,0.0
35,0.9977368890300882,0.002263110969911808,0.0
36,0.9677730704558456,0.03222692954415433,0.0
37,0.9999972174970341,2.7825029659658904e-06,0.0
38,0.6160025593383206,0.3839974406616794,0.0
39,0.9999903085287033,9.691471296686623e-06,0.0
40,0.9992731814926173,0.0007268185073826648,0.0
41,0.9999836535713352,1.634642866472621e-05,0.0
42,0.9344655043973061,0.0655344956026939,0.0
43,0.9999875198844127,1.2480115587269993e-05,0.0
44,0.9999964651964951,3.5348035049437552e-06,0.0
45,0.99999153137369,8.468626309979058e-06,0.0
46,0.9621398992660691,0.03786010073393087,0.0
47,0.9999868730005135,1.3126999486471109e-05,0.0
48,0.9984562496416274,0.001543750358372655,0.0
49,0.7228238561968782,0.27717614380312183,0.0
50,0.0444650328187842,0.9555349671812158,0.0
51,0.11559566172570267,0.8844043382742973,0.0
52,0.9999880316503216,1.1968349678380567e-05,0.0
53,0.9995972129149345,0.00040278708506550015,0.0
54,0.9999993299750237,6.700249762600051e-07,0.0
55,0.0,0.8514092283693471,0.14859077163065298
56,0.9335254639951804,0.0664745360048195,0.0
57,0.9361709658944106,0.06382903410558936,0.0
58,0.6766308704495424,0.3233691295504576,0.0
59,0.9981788177449624,0.0018211822550375687,0.0
60,0.8289487816769576,0.1710512183230424,0.0
61,0.9999993406638751,6.593361248856349e-07,0.0
62,0.9902607232730418,0.009739276726958124,0.0
63,0.6872379819963701,0.31276201800362985,0.0
64,0.999981555828755,1.8444171244966105e-05,0.0
65,0.8824058419341423,0.11759415806585774,0.0
66,0.28528118374986927,0.7147188162501308,0.0
67,0.9882356214390008,0.011764378560999166,0.0
68,0.9943858785796226,0.005614121420377458,0.0
69,0.9999897686718613,1.0231328138684028e-05,0.0
70,0.9999876026387804,1.2397361219563153e-05,0.0
71,0.9956899035342907,0.004310096465709313,0.0
72,0.9999896596497863,1.0340350213724476e-05,0.0
73,0.8288912033017998,0.17110879669820026,0.0
74,0.99999951450773,4.854922700155858e-07,0.0
75,0.9999252475028768,7.475249712322249e-05,0.0
76,0.74101224977945,0.25898775022055,0.0
77,0.999990632951537,9.367048463017838e-06,0.0
78,0.9995465234958818,0.00045347650411816916,0.0
79,0.9934923054225113,0.006507694577488712,0.0
80,0.9999789058103628,2.1094189637286297e-05,0.0
81,0.29484285155525275,0.7051571484447473,0.0
82,0.9999946550010975,5.344998902477012e-06,0.0
83,0.9999907200339796,9.279966020446157e-06,0.0
84,0.9985873061143843,0.0014126938856157559,0.0
85,0.9999793528657136,2.064713428635753e-05,0.0
86,0.611235413461293,0.3887645865387071,0.0
87,0.9984108464050843,0.0015891535949157313,0.0
88,0.9991721577673407,0.000827842232659322,0.0
89,0.9999822005901823,1.7799409817743973e-05,0.0
90,0.9549111088288482,0.0450888911711518,0.0
91,0.9979661163554049,0.0020338836445950937,0.0
92,0.999005368343377,0.0009946316566229005,0.0
93,0.9204128895809076,0.07958711041909243,0.0
94,0.6432716002292865,0.35672839977071347,0.0
95,0.998018850166988,0.0019811498330120072,0.0
96,0.004783592949415209,0.9927168491942603,0.0024995578563245216
97,0.9999968260272585,3.173972741473667e-06,0.0
98,0.7605578637527818,0.23944213624721827,0.0
99,0.9996429057058654,0.0003570942941345005,0.0
100,0.9999824318734815,1.7568126518589657e-05,0.0
101,0.5850478374319362,0.4149521625680638,0.0
102,0.9999926103669495,7.389633050521548e-06,0.0
103,0.9980685426876854,0.0019314573123145715,0.0
104,0.9999946614228312,5.33857716875547e-06,0.0
105,0.992313311992624,0.007686688007375983,0.0
106,0.6033522744385519,0.39664772556144806,0.0
107,0.9998277595553406,0.00017224044465935295,0.0
108,0.9189687197477776,0.0810312802522224,0.0
109,0.9876300731587394,0.012369926841260535,0.0
110,0.9981454671752269,0.0018545328247731175,0.0
111,0.9502641626589602,0.049735837341039826,0.0
112,0.9973376010089278,0.002662398991072252,0.0
113,0.9999998722955973,1.2770440274075312e-07,0.0
114,0.957445588094017,0.042554411905982935,0.0
115,0.9999076889247261,9.23110752738359e-05,0.0
116,0.998372858531758,0.001627141468242051,0.0
117,0.9999976663035678,2.333696432224275e-06,0.0
118,0.987625639790103,0.012374360209897047,0.0
119,0.9999993154978576,6.845021423568353e-07,0.0
120,0.9999985784043256,1.4215956743461445e-06,0.0
121,0.0,0.8748120310663391,0.125187968933661
122,0.9999426118994824,5.738810051754184e-05,0.0
123,0.9999620089678974,3.799103210260543e-05,0.0
124,0.0,0.760201200325851,0.239798799674149
125,0.6136903913433969,0.38630960865660313,0.0
126,0.9999733092698798,2.6690730120176717e-05,0.0
127,0.9981887169029537,0.0018112830970462544,0.0
128,0.9983736548755985,0.0016263451244015413,0.0
129,0.9991990871567766,0.0008009128432234161,0.0
130,0.9999977144471793,2.2855528206595678e-06,0.0
131,0.9999245526831783,7.544731682174898e-05,0.0
132,0.8799900439473562,0.12000995605264381,0.0
133,0.9454427578915381,0.054557242108461836,0.0
134,0.9759731787109173,0.024026821289082668,0.0
135,0.9998833167577376,0.0001166832422624589,0.0
136,0.9999996794776447,3.205223553321484e-07,0.0
137,1.0,0.0,0.0
138,0.9999998347352675,1.6526473240725254e-07,0.0
139,0.9999998981202473,1.0187975277904795e-07,0.0
140,0.9999944545707165,5.5454292835956386e-06,0.0
141,0.9999070043017751,9.299569822486898e-05,0.0
142,0.981484554180847,0.018515445819152966,0.0
143,0.9999998604962428,1.3950375715936903e-07,0.0
144,0.9993350890522469,0.0006649109477531133,0.0
145,0.9985188194356975,0.0014811805643024237,0.0
146,0.9675492795488194,0.03245072045118058,0.0
147,0.9999346131049548,6.538689504515473e-05,0.0
148,0.9993730248334948,0.0006269751665052161,0.0
149,0.9999997857346297,2.1426537028877025e-07,0.0
150,0.9998881019695918,0.00011189803040826604,0.0
151,0.9999947076467949,5.292353205078513e-06,0.0
152,0.9999947606050452,5.239394954760704e-06,0.0
153,0.9987861083390958,0.0012138916609042737,0.0
154,0.9993404307072823,0.0006595692927177392,0.0
155,0.9940587513914028,0.005941248608597205,0.0
156,0.9898665025922297,0.010133497407770253,0.0
157,0.999943659449073,5.634055092692229e-05,0.0
158,0.9999007564107739,9.924358922610881e-05,0.0
159,0.999666866511662,0.0003331334883379791,0.0
160,0.864041111114078,0.135958888885922,0.0
161,0.9999744105241916,2.5589475808488206e-05,0.0
162,0.6081818753962381,0.3918181246037619,0.0
163,0.0,0.9593885411902611,0.040611458809739
164,0.9960358359639194,0.0039641640360806255,0.0
165,0.9999738818338981,2.6118166101928666e-05,0.0
166,0.9999991172891494,8.827108506719674e-07,0.0
167,0.9999997302634329,2.697365670317398e-07,0.0
168,0.0,0.707019889749345,0.292980110250655
169,0.9941156204275797,0.005884379572420252,0.0
170,0.9045983432344048,0.09540165676559526,0.0
171,0.9999999352389577,6.476104233984246e-08,0.0
172,0.9996562558534204,0.00034374414657954293,0.0
173,0.998677578366548,0.0013224216334519522,0.0
174,0.9999757567387438,2.424326125616252e-05,0.0
175,0.9988531879774131,0.0011468120225869391,0.0
176,0.9999986856630304,1.314336969635866e-06,0.0
177,0.999999855166114,1.4483388600929888e-07,0.0
178,0.9878960420266258,0.01210395797337416,0.0
179,0.999999922952153,7.704784694673615e-08,0.0
180,0.8990986386074085,0.10090136139259161,0.0
181,0.9737783952340513,0.026221604765948738,0.0
182,0.9999999225318154,7.746818468053451e-08,0.0
183,0.9834017256554476,0.016598274344552407,0.0
184,0.9598470053412899,0.04015299465871011,0.0
185,0.9904569885025511,0.009543011497448812,0.0
186,0.9418455669140923,0.05815443308590765,0.0
187,0.9999004491783273,9.955082167268365e-05,0.0
188,0.9614854675548864,0.03851453244511356,0.0
189,0.9599710953294068,0.040028904670593134,0.0
190,0.996440659045824,0.0035593409541760045,0.0
191,0.0,0.42395427024046006,0.5760457297595399
192,0.25032296371398177,0.7496770362860182,0.0
193,0.9999833063055691,1.6693694430879842e-05,0.0
194,0.9999767167902653,2.3283209734651942e-05,0.0
195,0.9999951391382523,4.860861747723273e-06,0.0
196,0.9999899381540042,1.0061845995809416e-05,0.0
197,0.8469690397540138,0.15303096024598623,0.0
198,0.9759021506036609,0.024097849396339032,0.0
199,0.9411852166557811,0.05881478334421883,0.0
200,0.9789668053405701,0.021033194659429873,0.0
201,0.9961350918834526,0.0038649081165473735,0.0
202,0.9999966043322265,3.3956677735054697e-06,0.0
203,0.999966898618833,3.3101381166951755e-05,0.0
204,0.999999133697601,8.663023990932896e-07,0.0
205,0.9828435257522177,0.01715647424778231,0.0
206,0.9999997110329769,2.88967023122127e-07,0.0
207,0.9997960294926765,0.00020397050732344762,0.0
208,0.9999961091471168,3.890852883203761e-06,0.0
209,0.9999951145441389,4.885455861099601e-06,0.0
210,0.9942982918405106,0.0057017081594894145,0.0
211,0.9999849939781762,1.50060218238371e-05,0.0
212,0.9969468339222829,0.003053166077717057,0.0
213,0.9999877012258152,1.2298774184851455e-05,0.0
214,0.9999976202924046,2.3797075953765425e-06,0.0
215,0.999296421211006,0.0007035787889939248,0.0
216,0.811890453759665,0.18810954624033502,0.0
217,0.9999038712401608,9.612875983919566e-05,0.0
218,0.9925690674875147,0.007430932512485328,0.0
219,0.9967353616841809,0.003264638315819131,0.0
220,0.9999987353045675,1.2646954325379704e-06,0.0
221,0.9978054582802668,0.0021945417197331866,0.0
222,0.0,0.6208771220130171,0.37912287798698296
223,0.9997715135737074,0.0002284864262925529,0.0
224,0.9783365133216106,0.02166348667838933,0.0
225,0.9656378936202888,0.03436210637971111,0.0
226,0.9999922945891838,7.705410816230174e-06,0.0
227,0.9794120319275353,0.020587968072464696,0.0
228,0.9986455118112055,0.0013544881887944458,0.0
229,0.9956417200214427,0.004358279978557266,0.0
230,0.9984021231981227,0.0015978768018772853,0.0
231,0.9732159282135084,0.026784071786491524,0.0
232,0.9999997597022208,2.402977792404502e-07,0.0
233,0.9999994094038095,5.905961905373741e-07,0.0
234,0.9999955043752314,4.495624768550941e-06,0.0
235,0.9999997563358537,2.436641462592265e-07,0.0
236,0.9999998384084795,1.6159152044440167e-07,0.0
237,0.868287890347473,0.131712109652527,0.0
238,0.9980278482428053,0.0019721517571946318,0.0
239,0.0,0.680639236264401,0.31936076373559896
240,0.9972457393941073,0.0027542606058926994,0.0
241,0.9946571708148976,0.0053428291851024,0.0
242,0.9715477180963659,0.02845228190363416,0.0
243,0.9948964208783585,0.005103579121641508,0.0
244,0.9999766028803989,2.3397119601134785e-05,0.0
245,0.9984201581417335,0.001579841858266555,0.0
246,0.9962441455476718,0.0037558544523281557,0.0
247,0.96957312895622,0.03042687104377989,0.0
248,0.9276016522410566,0.07239834775894334,0.0
249,0.0930741490555532,0.9069258509444469,0.0
250,0.9356514305073975,0.06434856949260243,0.0
251,0.9346563609170793,0.06534363908292071,0.0
252,0.9999772739871184,2.272601288156621e-05,0.0
253,0.9485743287862944,0.05142567121370555,0.0
254,0.9309868616971808,0.06901313830281923,0.0
255,0.9999275407736381,7.245922636192612e-05,0.0
256,0.48850613701223117,0.5114938629877688,0.0
257,0.9950281329355037,0.004971867064496249,0.0
258,0.9997059227159967,0.00029407728400332206,0.0
259,0.9999579018120669,4.2098187933078946e-05,0.0
260,0.6787472498020858,0.32125275019791416,0.0
261,0.9998299711967015,0.00017002880329851697,0.0
262,0.9984247660742596,0.0015752339257404,0.0
263,0.9984926719816544,0.0015073280183456098,0.0
264,0.999814807191785,0.00018519280821500272,0.0
265,0.6482645708212029,0.35173542917879713,0.0
266,0.9985893859184473,0.0014106140815527376,0.0
267,0.9998874755900199,0.00011252440998010032,0.0
268,0.9999978212625478,2.1787374521941636e-06,0.0
269,0.9997421724317341,0.0002578275682658522,0.0
270,0.9999961053161319,3.894683868098148e-06,0.0
271,0.999988569584189,1.1430415810983897e-05,0.0
272,0.9999887112635668,1.128873643321392e-05,0.0
273,0.997230204316237,0.002769795683762993,0.0
274,0.9910533486263143,0.008946651373685678,0.0
275,0.0,0.0,1.0
276,0.0,0.0,0.0
277,0.8878752888201984,0.11212471117980162,0.0
278,0.0,0.588065846262899,0.411934153737101
279,0.9780381199038634,0.021961880096136657,0.0
280,0.9998280088214904,0.00017199117850958586,0.0
281,0.9999998165791812,1.8342081871665114e-07,0.0
282,0.9989524344760368,0.0010475655239632667,0.0
283,0.9999990396337103,9.60366289768214e-07,0.0
284,0.9998972737226246,0.00010272627737538342,0.0
285,0.9999999589098224,4.1090177592047906e-08,0.0
286,0.999975005038926,2.499496107394325e-05,0.0
287,0.9998120905897355,0.00018790941026444182,0.0
288,0.9993981963922657,0.0006018036077343736,0.0
289,0.7091705216432465,0.2908294783567536,0.0
290,0.9819356161892819,0.018064383810718097,0.0
291,0.9999695500115712,3.044998842880027e-05,0.0
292,0.964348077057927,0.03565192294207292,0.0
293,0.9999836943250754,1.6305674924590087e-05,0.0
294,0.9996013184913757,0.0003986815086242675,0.0
295,0.113125721224452,0.886874278775548,0.0
296,0.9999992315276388,7.684723612149382e-07,0.0
297,0.9999192891108483,8.071088915169958e-05,0.0
298,0.9999996092906588,3.907093412082526e-07,0.0
299,0.9899729145229113,0.010027085477088693,0.0
