,pitch_low,pitch_medium,pitch_high
0,0.0,0.0,1.0
1,0.0,0.8424083069475972,0.15759169305240286
2,0.0,0.0,1.0
3,0.0,0.20750102327228218,0.7924989767277179
4,0.0,0.0,1.0
5,0.0,0.01865586426552724,0.9813441357344728
6,1.0,0.0,0.0
7,0.0,0.0,1.0
8,0.0,0.5410761941583138,0.45892380584168624
9,0.0,0.6700875397011274,0.3299124602988726
10,0.0,0.8624083652119512,0.13759163478804887
11,0.0,0.6605170639060479,0.33948293609395214
12,0.0,0.0,1.0
13,0.8631172764222538,0.13688272357774614,0.0
14,0.8054069945787723,0.19459300542122765,0.0
15,0.0,0.7278650463727351,0.2721349536272649
16,0.0,0.0,1.0
17,0.0,0.0,1.0
18,0.0,0.13039120170640817,0.8696087982935918
19,0.5387134469078396,0.4612865530921604,0.0
20,0.0,0.0,1.0
21,0.0,0.6399562904695679,0.3600437095304322
22,1.0,0.0,0.0
23,0.0,0.29219564769602524,0.7078043523039746
24,0.16746414292829123,0.8325358570717087,0.0
25,1.0,0.0,0.0
26,0.0,0.0,1.0
27,0.9963063519883472,0.003693648011652808,0.0
28,0.08757131894250127,0.9124286810574987,0.0
29,0.26790234802498397,0.732097651975016,0.0
30,1.0,0.0,0.0
31,0.04086375209023482,0.9591362479097651,0.0
32,1.0,0.0,0.0
33,0.05174791724000834,0.9482520827599916,0.0
34,1.0,0.0,0.0
35,1.0,0.0,0.0
36,0.0,0.15151050292262214,0.8484894970773779
37,0.0,0.024904911387754643,0.9750950886122454
38,1.0,0.0,0.0
39,0.0373986835710464,0.9626013164289535,0.0
40,0.04294747588589681,0.9570525241141031,0.0
41,0.0,0.25492263274831173,0.7450773672516882
42,1.0,0.0,0.0
43,0.0,0.08009823356026927,0.9199017664397307
44,0.0,0.23841654520742023,0.7615834547925797
45,0.06156567261712415,0.9384343273828759,0.0
46,0.5612162501324797,0.4387837498675203,0.0
47,0.00816913413035085,0.987241348941972,0.004589516927677165
48,0.0,0.0,1.0
49,1.0,0.0,0.0
50,1.0,0.0,0.0
51,1.0,0.0,0.0
52,0.0,0.0,1.0
53,0.0,0.0,1.0
54,0.0,0.0,1.0
55,0.0,0.0,1.0
56,0.9915231752889848,0.008476824711015086,0.0
57,1.0,0.0,0.0
58,1.0,0.0,0.0
59,0.0,0.0,1.0
60,1.0,0.0,0.0
61,0.0,0.0,1.0
62,0.0,0.5570784865640451,0.4429215134359548
63,1.0,0.0,0.0
64,0.0,0.473502200323605,0.526497799676395
65,1.0,0.0,0.0
66,1.0,0.0,0.0
67,1.0,0.0,0.0
68,1.0,0.0,0.0
69,0.0,0.055974713846764126,0.9440252861532358
70,0.3554503874085132,0.6445496125914868,0.0
71,1.0,0.0,0.0
72,0.3554503874085132,0.6445496125914868,0.0
73,0.5807563155181691,0.41924368448183097,0.0
74,0.0,0.0,1.0
75,0.0,0.7441577340718848,0.2558422659281152
76,1.0,0.0,0.0
77,0.0,0.19569969726280972,0.8043003027371902
78,0.0,0.464158269405201,0.5358417305947989
79,0.0,0.0,1.0
80,0.02993980215434131,0.9700601978456587,0.0
81,1.0,0.0,0.0
82,0.0,0.0,1.0
83,0.16572440094334587,0.8342755990566542,0.0
84,0.0,0.2851373926696808,0.7148626073303191
85,0.0,0.39124249207163475,0.6087575079283652
86,1.0,0.0,0.0
87,0.02759204340083863,0.9724079565991613,0.0
88,0.28669069047881734,0.7133093095211827,0.0
89,0.17046498753069048,0.8295350124693095,0.0
90,0.9968691197139737,0.003130880286026232,0.0
91,0.9109624204398369,0.08903757956016309,0.0
92,0.8274517809854017,0.17254821901459827,0.0
93,0.6224663304084328,0.37753366959156714,0.0
94,1.0,0.0,0.0
95,1.0,0.0,0.0
96,0.6508542252177753,0.3491457747822248,0.0
97,0.0,0.8163750109502853,0.1836249890497147
98,1.0,0.0,0.0
99,0.0,0.41269871998413094,0.587301280015869
100,0.03972841407731556,0.9602715859226844,0.0
101,1.0,0.0,0.0
102,0.03085805033310933,0.9691419496668906,0.0
103,0.06123046162156732,0.9387695383784327,0.0
104,0.0,0.0,1.0
105,1.0,0.0,0.0
106,0.0,0.0,1.0
107,0.2713132415437385,0.7286867584562615,0.0
108,1.0,0.0,0.0
109,0.0,0.29538230951565386,0.7046176904843461
110,0.05445418842400005,0.9455458115759999,0.0
111,1.0,0.0,0.0
112,0.0933774987262122,0.9066225012737879,0.0
113,0.0,0.21584220920063996,0.78415779079936
114,1.0,0.0,0.0
115,0.0,0.4871483186923501,0.5128516813076499
116,1.0,0.0,0.0
117,0.0,0.13056747179273778,0.8694325282072622
118,0.9081253776112833,0.09187462238871663,0.0
119,0.0,0.0,1.0
120,0.0,0.0,1.0
121,0.9643462282612603,0.03565377173873978,0.0
122,0.16378196409559836,0.8362180359044016,0.0
123,0.0,0.0,1.0
124,1.0,0.0,0.0
125,0.3554503874085132,0.6445496125914868,0.0
126,0.0,0.15636898705058694,0.843631012949413
127,0.0,0.5723874277679355,0.42761257223206456
128,0.0,0.46656449819711,0.5334355018028899
129,0.0,0.0,1.0
130,0.0,0.41993584870747486,0.5800641512925251
131,0.0,0.0,1.0
132,0.7624728013625625,0.2375271986374376,0.0
133,1.0,0.0,0.0
134,1.0,0.0,0.0
135,0.0,0.7011655724768541,0.298834427523146
136,0.0,0.0,1.0
137,0.0,0.011587248893793284,0.9884127511062067
138,0.0,0.0,1.0
139,0.0,0.0,1.0
140,0.0,0.0,1.0
141,0.0,0.0,1.0
142,1.0,0.0,0.0
143,0.0,0.2539786611811175,0.7460213388188824
144,0.0,0.0,1.0
145,1.0,0.0,0.0
146,1.0,0.0,0.0
147,0.0,0.8803291810910661,0.11967081890893394
148,0.09491893703226707,0.9050810629677329,0.0
149,0.0,0.9620594761689713,0.03794052383102871
150,0.0,0.7610265841442164,0.23897341585578358
151,0.0,0.0,1.0
152,0.0,0.5376420679338442,0.4623579320661558
153,0.046919519919209236,0.9530804800807907,0.0
154,0.0,0.8356964230533204,0.16430357694667963
155,0.49433821054012067,0.5056617894598793,0.0
156,1.0,0.0,0.0
157,0.0,0.18587334571611613,0.8141266542838839
158,0.0,0.5090534126462576,0.4909465873537424
159,0.18047076220002248,0.8195292377999776,0.0
160,0.8447778732716879,0.15522212672831215,0.0
161,0.11238197252764252,0.8876180274723575,0.0
162,1.0,0.0,0.0
163,1.0,0.0,0.0
164,1.0,0.0,0.0
165,0.0,0.09235906915196426,0.9076409308480357
166,0.0,0.45541761578859125,0.5445823842114087
167,0.0,0.0,1.0
168,1.0,0.0,0.0
169,1.0,0.0,0.0
170,1.0,0.0,0.0
171,0.0,0.0,1.0
172,1.0,0.0,0.0
173,0.10472997105099008,0.8952700289490099,0.0
174,0.058606551955292574,0.9413934480447075,0.0
175,0.0,0.9042361643938066,0.09576383560619339
176,0.0,0.7131057885774631,0.28689421142253696
177,0.0,0.0,1.0
178,0.9099701510796103,0.09002984892038964,0.0
179,0.0,0.0,1.0
180,1.0,0.0,0.0
181,0.3554503874085132,0.6445496125914868,0.0
182,0.0,0.0,1.0
183,1.0,0.0,0.0
184,0.46756689575494875,0.5324331042450512,0.0
185,0.0,0.4452610557162804,0.5547389442837196
186,0.0,0.9269254152935561,0.07307458470644392
187,0.007330004203671386,0.9875806657871692,0.005089330009159453
188,0.0,0.0,1.0
189,1.0,0.0,0.0
190,0.3554503874085132,0.6445496125914868,0.0
191,1.0,0.0,0.0
192,0.6905544987706655,0.3094455012293344,0.0
193,0.0,0.8152001534988232,0.18479984650117676
194,0.0,0.0,1.0
195,0.0,0.3585022125149883,0.6414977874850117
196,0.0,0.6991642533176257,0.30083574668237434
197,1.0,0.0,0.0
198,1.0,0.0,0.0
199,1.0,0.0,0.0
200,0.0,0.0,1.0
201,1.0,0.0,0.0
202,1.0,0.0,0.0
203,0.07978849972936895,0.920211500270631,0.0
204,0.0,0.8254953368300272,0.17450466316997282
205,0.48469928779385374,0.5153007122061463,0.0
206,0.0,0.0,1.0
207,0.0,0.9267404235285515,0.07325957647144851
208,0.0,0.21033655098001464,0.7896634490199853
209,0.0,0.5279149966711064,0.4720850033288935
210,1.0,0.0,0.0
211,0.0,0.5405165266806282,0.4594834733193718
212,1.0,0.0,0.0
213,0.039693837060003026,0.9603061629399969,0.0
214,0.0,0.5914697898843005,0.40853021011569945
215,0.0,0.0,1.0
216,0.0,0.0,1.0
217,0.0,0.0,1.0
218,0.7776026335436375,0.2223973664563626,0.0
219,0.044803631021777784,0.9551963689782222,0.0
220,0.0,0.0,1.0
221,0.02245748020277258,0.9775425197972274,0.0
222,1.0,0.0,0.0
223,0.0,0.0,1.0
224,0.0,0.7292698211367834,0.2707301788632166
225,0.7167821178914151,0.28321788210858495,0.0
226,0.0,0.884974793751492,0.11502520624850796
227,0.0,0.0,1.0
228,1.0,0.0,0.0
229,1.0,0.0,0.0
230,0.3554503874085132,0.6445496125914868,0.0
231,1.0,0.0,0.0
232,0.0,0.0,1.0
233,0.0,0.0,1.0
234,0.0443578393762368,0.9556421606237632,0.0
235,0.0,0.0,1.0
236,0.0,0.0,1.0
237,0.0,0.0,1.0
238,0.22082970374466243,0.7791702962553375,0.0
239,0.0552969175954347,0.9447030824045652,0.0
240,0.0,0.0,0.0
241,0.0,0.0,1.0
242,0.0,0.35187136180528905,0.648128638194711
243,0.0,0.0,1.0
244,0.05156711550401658,0.9484328844959834,0.0
245,0.02263294352555985,0.9773670564744401,0.0
246,0.039446461023912534,0.9605535389760874,0.0
247,0.0,0.0,1.0
248,0.6684593507201544,0.33154064927984556,0.0
249,0.537359431957808,0.462640568042192,0.0
250,0.0,0.0,1.0
251,0.3554503874085132,0.6445496125914868,0.0
252,0.019652833817131475,0.9803471661828685,0.0
253,0.0,0.0,1.0
254,0.0,0.0,1.0
255,0.0,0.5731837605291101,0.42681623947088987
256,0.4971113613894453,0.5028886386105547,0.0
257,0.6607221932303631,0.339277806769637,0.0
258,1.0,0.0,0.0
259,1.0,0.0,0.0
260,1.0,0.0,0.0
261,0.0,0.0,1.0
262,1.0,0.0,0.0
263,0.04318160101929203,0.956818398980708,0.0
264,0.7525735447627769,0.24742645523722304,0.0
265,1.0,0.0,0.0
266,0.0,0.0,1.0
267,0.0,0.4780295592749081,0.5219704407250918
268,0.0,0.0,1.0
269,0.0,0.31422143764788185,0.6857785623521181
270,0.0,0.0,1.0
271,0.0,0.0,1.0
272,0.0,0.15962181018839652,0.8403781898116035
273,0.23246873866556175,0.7675312613344383,0.0
274,0.0,0.0,1.0
275,1.0,0.0,0.0
276,1.0,0.0,0.0
277,0.0,0.0,1.0
278,1.0,0.0,0.0
279,1.0,0.0,0.0
280,0.0,0.6260611153903827,0.3739388846096174
281,0.0,0.2989381447597418,0.7010618552402581
282,0.0,0.0,1.0
283,0.0,0.2344988110083745,0.7655011889916254
284,0.0,0.8412526832931497,0.15874731670685033
285,0.0,0.37112324010532205,0.628876759894678
286,0.0,0.35560384892423175,0.6443961510757682
287,0.0,0.0,1.0
288,0.0,0.6140757179939144,0.38592428200608564
289,1.0,0.0,0.0
290,1.0,0.0,0.0
291,0.0,0.269361633663182,0.7306383663368179
292,0.0,0.0,1.0
293,0.0,0.2587060085117918,0.7412939914882082
294,0.0,0.06199326452272859,0.9380067354772713
295,1.0,0.0,0.0
296,0.0,0.10757876570286229,0.8924212342971377
297,0.0,0.0,1.0
298,0.0,0.0,1.0
299,0.0,0.0,1.0
